Hours_Studied,Attendance,Sleep_Hours,Previous_Scores
21.5,94.8,5.7,74.0
20.1,94.8,7.4,79.2
16.8,94.8,7.0,99.2
13.5,94.8,7.2,80.9
20.4,94.8,7.3,58.3
6.3,94.8,7.0,62.0
27.7,94.8,7.8,58.3
30.1,94.8,7.7,90.8
24.7,94.8,6.5,92.2
24.8,94.8,5.5,75.2
12.2,94.8,9.0,66.0
23.5,94.8,6.1,63.9
12.6,94.8,10.0,51.0
20.7,94.8,7.3,92.7
18.4,94.8,10.0,96.9
9.9,94.8,8.4,64.7
19.8,94.7,7.8,75.8
11.6,94.7,7.3,69.7
20.1,94.7,6.0,85.9
23.4,94.7,7.1,86.8
21.7,94.7,7.4,94.0
17.3,94.7,8.9,95.3
21.4,94.7,10.0,66.2
19.5,94.7,7.1,83.3
11.9,94.7,7.2,98.5
18.0,94.6,5.4,73.0
19.4,94.6,6.1,66.7
21.6,94.6,10.0,54.1
11.2,94.6,6.6,73.5
23.2,94.6,6.6,64.0
16.2,94.6,6.1,80.0
26.4,94.6,4.0,86.8
22.4,94.6,7.0,90.6
14.3,94.6,7.1,51.3
18.6,94.6,7.6,82.1
27.5,94.5,7.3,52.3
15.8,94.5,6.7,61.0
18.1,94.5,7.3,81.2
28.5,94.5,7.6,63.1
16.2,94.5,7.1,81.8
24.7,94.5,9.9,54.3
21.6,94.5,5.0,67.3
13.7,94.5,7.4,66.5
20.8,94.5,7.6,71.6
16.1,94.5,7.0,53.8
26.3,94.5,7.6,80.6
27.7,94.5,8.4,73.2
13.9,94.5,7.3,58.7
17.0,94.5,6.0,84.6
25.4,94.5,7.7,58.9
21.0,94.5,7.5,99.5
18.7,94.5,5.9,70.4
21.3,94.5,5.8,56.3
17.0,94.5,5.3,58.0
23.0,94.5,7.9,81.7
19.4,94.4,8.9,81.6
27.0,94.4,6.4,52.8
9.5,94.4,7.4,90.2
21.0,94.4,6.9,76.4
23.7,94.4,6.5,95.0
18.1,94.4,10.0,69.0
35.6,94.4,4.6,55.7
21.7,94.4,8.0,74.9
19.2,94.4,8.8,58.1
20.2,94.4,8.2,96.6
26.0,94.4,4.1,83.5
32.8,94.4,6.7,99.1
17.2,94.4,8.7,78.1
19.0,94.4,7.1,71.0
14.8,94.4,6.1,96.9
22.1,94.4,6.6,61.3
25.0,94.4,6.0,92.6
11.4,94.4,5.8,77.5
28.6,94.4,8.7,98.0
26.2,94.4,9.4,79.2
19.7,94.4,7.8,83.3
18.3,94.4,5.2,68.8
12.7,94.4,5.3,88.1
18.2,94.4,7.6,81.4
19.4,94.4,6.3,54.7
22.4,94.4,5.7,71.1
19.2,94.3,6.5,54.0
23.5,94.3,7.3,59.9
10.4,94.3,6.8,87.1
7.6,94.3,7.9,60.7
30.2,94.3,6.5,75.5
21.7,94.3,6.5,53.3
25.7,94.3,8.1,57.6
23.2,94.3,5.8,75.7
16.1,94.3,7.2,86.5
10.9,94.3,7.1,58.1
13.0,94.3,9.3,98.0
23.2,94.3,7.3,92.5
18.6,94.3,7.4,95.2
19.0,94.3,7.8,56.8
14.8,94.3,9.7,83.9
17.7,94.3,8.2,74.7
18.4,94.3,8.1,62.6
20.3,94.2,9.0,54.2
29.4,94.2,6.1,82.7
23.9,94.2,7.4,51.3
18.0,94.2,10.0,53.9
23.4,94.2,7.5,64.4
27.2,94.2,8.2,98.3
27.9,94.2,5.9,64.3
12.5,94.2,8.6,61.5
17.5,94.2,6.3,99.1
16.1,94.2,8.5,82.0
15.0,94.2,4.8,67.7
24.2,94.2,7.0,86.7
18.1,94.2,5.6,95.0
18.8,94.2,6.0,86.4
28.3,94.2,9.6,74.6
26.7,94.2,7.6,86.0
13.1,94.2,4.5,69.4
31.8,94.2,8.0,73.8
30.9,94.2,7.3,83.3
19.1,94.2,6.5,52.0
24.3,94.2,8.4,94.4
24.2,94.1,7.2,94.6
8.1,94.1,6.7,64.3
23.7,94.1,7.2,59.1
18.4,94.1,6.2,85.1
21.0,94.1,10.0,67.3
20.5,94.1,8.5,50.4
25.6,94.1,6.6,64.2
19.1,94.1,7.7,73.4
26.2,94.1,7.2,52.2
24.1,94.1,7.9,61.2
16.6,94.1,7.4,71.9
13.3,94.1,5.4,50.7
14.5,94.1,5.6,72.3
21.7,94.1,8.2,77.6
11.7,94.1,5.4,94.5
23.0,94.1,6.7,96.5
23.3,94.1,7.9,84.1
10.7,94.1,7.7,97.9
32.2,94.1,7.1,85.8
29.0,94.1,8.6,76.9
17.9,94.1,9.0,90.3
27.6,94.0,7.5,86.1
21.8,94.0,7.0,87.3
16.7,94.0,8.0,81.0
20.0,94.0,6.1,96.3
30.8,94.0,8.8,51.8
11.3,94.0,8.9,60.3
12.9,94.0,7.3,96.1
10.9,94.0,8.2,55.5
15.5,94.0,5.4,97.7
18.6,94.0,8.2,60.1
20.6,94.0,8.6,83.1
27.7,94.0,6.7,95.8
10.9,94.0,7.3,90.9
23.2,94.0,8.3,92.4
14.9,93.9,4.9,88.0
16.6,93.9,7.0,50.0
16.0,93.9,8.5,52.4
16.5,93.9,9.1,65.0
14.1,93.9,7.6,88.6
28.4,93.9,5.2,68.0
20.8,93.9,4.3,75.0
18.0,93.9,7.2,61.4
22.6,93.9,7.1,97.9
27.2,93.9,6.3,89.4
20.8,93.9,8.7,52.0
20.4,93.9,5.3,55.4
25.0,93.9,6.6,51.6
19.6,93.9,5.9,56.3
11.9,93.9,6.2,62.3
28.8,93.9,7.3,59.1
18.0,93.9,6.3,79.3
18.0,93.9,8.5,59.0
22.0,93.9,9.3,97.1
16.0,93.9,9.3,57.6
17.5,93.8,7.9,70.8
14.2,93.8,4.9,99.3
19.0,93.8,6.5,79.0
27.9,93.8,9.4,75.1
11.7,93.8,7.3,80.5
9.8,93.8,5.2,64.5
13.2,93.8,9.5,61.0
21.4,93.8,9.6,93.2
21.2,93.8,9.3,57.8
23.2,93.8,9.2,56.1
15.7,93.8,10.0,75.3
18.4,93.8,6.7,76.1
29.6,93.8,5.5,74.5
21.3,93.8,7.6,97.7
14.2,93.7,6.8,61.9
20.3,93.7,6.3,70.5
25.7,93.7,7.9,67.7
20.5,93.7,8.1,94.7
18.3,93.7,5.6,84.8
16.0,93.7,8.0,67.4
19.1,93.7,8.2,95.2
14.6,93.7,5.4,95.3
26.7,93.7,6.7,96.7
16.9,93.7,6.8,99.5
11.5,93.7,7.6,85.2
19.0,93.7,8.3,82.7
16.5,93.7,7.7,78.0
13.0,93.7,7.4,86.0
26.0,93.6,6.2,82.3
23.7,93.6,6.4,67.0
14.2,93.6,9.0,84.8
37.1,93.6,4.7,64.3
21.9,93.6,9.5,60.7
22.0,93.6,8.2,93.4
24.2,93.6,5.9,96.3
22.9,93.6,7.5,50.0
21.6,93.6,7.1,82.3
11.8,93.6,7.9,68.0
15.6,93.6,5.0,67.3
15.3,93.6,7.9,76.7
17.0,93.6,9.5,90.2
20.2,93.5,7.0,72.1
9.9,93.5,6.8,75.5
17.9,93.5,6.7,51.5
29.7,93.5,8.2,92.5
17.4,93.5,8.1,78.0
25.1,93.5,10.0,59.6
33.1,93.5,9.1,64.7
10.7,93.5,4.0,50.3
13.4,93.5,5.9,74.0
23.5,93.5,7.8,77.7
14.4,93.5,8.3,99.9
28.5,93.5,6.5,93.5
22.1,93.5,8.4,53.3
21.5,93.5,6.7,98.6
24.9,93.5,9.7,86.4
20.6,93.5,7.6,61.1
30.0,93.4,7.9,92.2
18.5,93.4,8.4,89.0
21.4,93.4,4.6,80.8
19.4,93.4,6.9,93.4
22.4,93.4,7.7,94.9
16.9,93.4,6.8,86.7
18.2,93.4,7.0,81.4
16.4,93.4,8.4,93.6
19.3,93.4,10.0,62.4
22.8,93.4,5.9,57.6
24.9,93.4,6.3,70.6
13.5,93.4,6.9,95.7
21.3,93.4,7.7,51.3
21.0,93.4,8.4,74.7
26.4,93.4,7.4,69.0
18.5,93.4,8.1,87.1
26.5,93.4,8.1,55.8
23.1,93.4,6.2,83.4
25.0,93.4,8.3,58.1
23.8,93.4,5.8,98.6
20.0,93.4,8.4,98.2
20.2,93.3,7.9,74.0
16.1,93.3,5.1,80.7
25.6,93.3,4.5,64.6
31.1,93.3,9.1,65.7
13.1,93.3,7.0,87.2
19.7,93.3,7.9,88.7
26.2,93.3,5.0,65.9
32.0,93.3,9.5,70.1
19.3,93.3,5.8,72.1
18.6,93.3,6.8,98.1
21.9,93.3,7.0,76.0
26.3,93.3,7.4,57.3
16.7,93.3,5.5,76.6
9.8,93.3,7.9,99.3
20.9,93.3,7.7,97.7
15.4,93.3,8.1,72.0
26.3,93.3,6.8,87.0
22.0,93.3,5.0,60.1
25.1,93.3,6.8,66.9
21.3,93.3,7.0,69.0
17.9,93.2,6.2,94.8
25.7,93.2,7.3,76.9
23.0,93.2,7.3,94.9
16.4,93.2,6.5,58.9
13.9,93.2,6.5,80.1
21.0,93.2,8.1,72.9
14.3,93.2,6.2,98.4
23.4,93.2,8.8,87.9
20.8,93.2,9.1,73.4
19.8,93.2,7.4,56.6
18.3,93.2,7.3,66.0
23.5,93.2,8.2,97.5
15.0,93.2,8.2,76.9
25.6,93.2,8.0,81.5
18.6,93.2,6.1,93.4
19.2,93.2,8.2,62.6
21.4,93.2,7.8,63.5
13.2,93.1,7.6,67.4
20.6,93.1,7.3,92.3
35.1,93.1,7.9,94.2
20.8,93.1,6.0,68.2
9.7,93.1,8.8,68.8
19.1,93.1,7.8,57.0
26.9,93.1,8.1,97.0
7.3,93.1,8.1,51.0
23.0,93.1,6.1,77.6
12.9,93.1,7.1,89.2
27.1,93.1,7.9,95.2
22.9,93.1,7.5,80.0
12.6,93.1,6.7,88.5
29.4,93.1,6.9,87.0
20.3,93.1,4.3,80.9
24.6,93.1,5.3,63.5
12.3,93.1,8.2,90.6
23.5,93.1,7.8,83.4
16.0,93.1,7.9,72.2
21.7,93.1,6.2,72.4
26.8,93.1,6.6,98.9
33.0,93.0,5.1,76.2
15.7,93.0,6.2,64.7
17.1,93.0,7.1,80.3
25.4,93.0,5.9,96.4
14.4,93.0,8.7,94.3
13.9,93.0,7.1,72.8
19.8,93.0,4.9,92.7
21.6,93.0,7.8,91.1
24.2,93.0,7.2,82.3
20.3,92.9,7.5,53.7
26.5,92.9,6.8,99.5
29.5,92.9,7.4,65.8
14.5,92.9,6.8,55.3
24.8,92.9,7.3,92.1
28.4,92.9,6.7,88.7
21.4,92.9,5.4,92.8
24.0,92.9,5.3,50.7
30.6,92.9,7.3,59.7
5.9,92.9,7.4,67.1
22.3,92.8,5.3,50.5
10.8,92.8,8.5,98.2
24.2,92.8,6.6,53.2
34.3,92.8,9.1,51.1
21.1,92.8,5.6,63.7
21.4,92.8,7.4,74.6
9.8,92.8,8.9,92.5
17.2,92.8,6.4,74.6
20.8,92.8,7.7,97.0
17.1,92.8,5.3,65.3
11.1,92.8,7.5,96.8
33.9,92.8,6.1,69.9
18.7,92.8,5.2,51.7
24.4,92.8,6.2,78.3
16.8,92.8,8.0,72.4
15.4,92.8,7.0,82.6
16.1,92.8,8.0,89.5
25.2,92.8,5.8,61.0
25.5,92.8,6.2,93.0
23.8,92.7,6.9,51.6
17.1,92.7,9.6,95.5
27.9,92.7,6.6,65.7
24.8,92.7,6.9,69.0
15.7,92.7,5.2,83.8
6.7,92.7,10.0,51.1
27.2,92.7,8.6,51.2
34.1,92.7,9.0,77.1
17.8,92.7,7.3,75.9
21.7,92.7,7.4,64.2
15.7,92.7,7.3,95.6
32.2,92.7,5.9,61.6
22.4,92.7,6.1,60.7
13.0,92.7,6.8,72.4
18.2,92.7,6.9,60.6
33.1,92.7,8.8,61.5
23.4,92.7,8.1,73.6
24.6,92.6,7.8,96.5
18.2,92.6,5.4,64.7
20.7,92.6,8.4,69.4
16.5,92.6,6.8,51.5
27.4,92.6,7.6,97.1
17.1,92.6,8.9,78.2
16.8,92.6,9.6,72.4
20.5,92.6,5.7,52.2
16.7,92.6,6.5,82.5
16.1,92.6,7.3,62.1
29.1,92.6,7.5,65.0
23.1,92.6,8.0,95.2
22.1,92.6,6.6,68.3
16.9,92.6,7.1,61.6
24.7,92.6,6.9,75.0
26.5,92.5,8.6,90.7
17.4,92.5,8.5,85.0
19.4,92.5,6.5,98.8
15.6,92.5,8.3,96.6
10.5,92.5,5.3,97.6
24.9,92.5,7.3,83.0
17.7,92.5,6.7,72.6
19.9,92.5,7.8,95.5
17.3,92.5,7.4,60.1
16.8,92.5,8.6,56.2
15.4,92.5,8.6,64.9
5.9,92.5,5.9,97.4
31.4,92.5,7.3,80.2
9.8,92.5,6.5,82.9
22.8,92.5,6.9,58.9
22.6,92.5,6.3,96.7
20.8,92.4,7.9,79.8
16.3,92.4,5.1,81.2
18.5,92.4,6.4,79.0
12.2,92.4,6.5,85.8
17.7,92.4,8.5,53.4
29.6,92.4,8.0,62.2
22.4,92.4,5.4,65.0
17.3,92.4,5.9,99.5
31.5,92.4,6.0,54.2
24.9,92.4,9.6,61.8
17.1,92.4,6.0,97.4
33.7,92.4,6.4,58.7
20.6,92.4,7.6,63.3
19.9,92.4,8.7,90.8
12.0,92.4,8.6,77.5
21.4,92.4,6.8,87.5
23.3,92.4,8.9,68.3
20.3,92.4,7.2,96.0
28.4,92.4,6.9,91.3
3.1,92.4,7.7,52.5
18.2,92.4,8.1,66.8
14.5,92.3,7.2,63.3
26.3,92.3,6.3,69.0
15.7,92.3,8.5,55.3
17.5,92.3,7.2,55.1
27.2,92.3,7.8,80.7
20.4,92.3,7.7,70.8
21.5,92.3,7.0,66.9
27.4,92.3,6.8,51.0
23.1,92.2,6.8,57.7
15.9,92.2,8.9,52.7
11.5,92.2,8.0,61.5
11.8,92.2,8.5,54.1
14.8,92.2,5.4,57.0
23.7,92.2,6.7,59.1
6.0,92.2,6.8,74.5
19.6,92.2,7.6,50.2
20.6,92.2,6.3,76.9
22.0,92.2,4.7,95.3
17.1,92.2,7.6,85.6
29.6,92.2,5.8,59.7
27.2,92.2,5.3,88.3
21.1,92.2,6.8,78.0
20.7,92.2,4.8,64.8
20.8,92.2,5.2,56.2
16.4,92.2,5.5,61.6
12.4,92.2,6.9,96.8
20.7,92.2,8.6,54.9
27.8,92.2,8.0,72.3
29.7,92.1,7.4,90.0
22.9,92.1,6.1,97.7
30.6,92.1,9.2,54.3
25.3,92.1,8.6,99.2
26.9,92.1,10.0,54.7
16.7,92.1,7.2,79.2
31.7,92.1,4.1,89.4
25.0,92.1,9.9,84.9
29.9,92.1,6.0,99.3
14.8,92.1,9.0,60.4
19.2,92.0,6.6,90.0
27.8,92.0,7.0,71.6
21.5,92.0,5.6,89.1
14.0,92.0,8.8,50.1
25.1,92.0,7.2,63.8
22.9,92.0,7.9,63.0
10.0,92.0,5.6,70.0
16.8,92.0,5.4,74.5
23.8,92.0,8.2,89.0
17.7,92.0,6.7,93.5
25.6,92.0,5.5,51.4
12.4,92.0,5.9,89.5
24.4,91.9,5.4,88.2
16.4,91.9,6.3,60.8
7.7,91.9,8.2,57.7
24.9,91.9,8.2,81.0
22.7,91.9,9.0,73.0
17.0,91.9,6.2,66.9
34.9,91.9,8.6,64.5
24.4,91.9,5.8,75.9
27.3,91.9,5.8,72.6
16.2,91.9,8.2,89.7
18.3,91.9,8.2,63.9
24.9,91.9,5.7,90.7
11.5,91.9,10.0,96.2
19.4,91.9,8.8,60.2
19.7,91.9,9.8,65.8
6.9,91.9,10.0,86.5
23.3,91.9,5.8,55.6
23.7,91.9,8.2,76.9
22.3,91.8,7.4,63.9
27.0,91.8,8.2,99.4
19.0,91.8,6.3,51.3
27.2,91.8,9.4,54.1
18.0,91.8,7.6,69.1
26.1,91.8,7.3,81.5
25.0,91.8,5.4,83.9
25.8,91.8,9.9,82.0
22.2,91.8,8.6,57.8
24.8,91.8,8.8,85.6
25.7,91.7,7.1,86.0
11.0,91.7,7.5,72.6
17.5,91.7,8.1,77.5
19.9,91.7,7.1,74.3
20.9,91.7,6.8,51.0
13.1,91.7,6.5,63.9
20.9,91.7,7.6,54.7
15.2,91.7,7.0,99.4
25.7,91.7,9.5,99.9
17.2,91.7,7.7,74.3
24.6,91.7,7.9,89.8
22.6,91.7,7.3,50.9
26.6,91.7,6.2,58.0
21.0,91.7,6.9,78.8
22.2,91.7,8.4,83.4
17.8,91.7,10.0,82.3
22.3,91.7,8.3,77.1
18.8,91.7,6.2,56.2
23.0,91.7,6.5,76.3
16.2,91.6,6.3,71.9
13.3,91.6,6.4,80.5
17.1,91.6,8.0,66.2
21.2,91.6,7.3,82.5
20.5,91.6,7.7,82.2
27.5,91.6,6.4,62.4
27.1,91.6,7.1,83.8
23.8,91.6,8.0,69.0
24.3,91.6,8.7,73.3
26.1,91.6,9.0,73.9
22.8,91.6,5.1,57.8
28.4,91.6,7.8,80.8
13.4,91.6,4.8,81.5
25.0,91.6,5.7,61.5
19.9,91.6,5.8,73.9
12.3,91.6,5.3,53.8
28.7,91.6,7.6,72.8
17.4,91.6,6.5,84.3
19.1,91.6,9.3,96.6
23.1,91.6,7.5,74.9
12.5,91.6,7.1,88.7
21.6,91.5,5.1,76.6
22.6,91.5,7.2,71.9
18.3,91.5,8.1,79.2
21.8,91.5,6.5,90.5
18.2,91.5,8.5,70.4
31.2,91.5,9.6,65.6
23.8,91.5,7.7,94.7
29.1,91.5,7.5,77.9
25.0,91.5,7.4,82.2
14.5,91.5,6.8,74.9
19.0,91.5,8.5,73.6
16.2,91.5,7.1,60.4
26.9,91.5,4.0,78.7
7.6,91.5,5.3,69.5
25.3,91.5,5.0,50.8
19.1,91.5,6.2,66.0
19.1,91.4,6.0,50.0
19.3,91.4,7.8,68.5
26.4,91.4,6.9,93.0
18.7,91.4,6.4,93.8
23.2,91.4,7.2,92.6
22.3,91.4,8.4,76.6
19.7,91.4,7.3,74.0
14.7,91.4,7.5,55.8
24.0,91.4,7.3,86.0
14.6,91.4,5.1,92.5
19.3,91.4,5.7,96.4
22.2,91.4,4.2,83.0
27.0,91.4,7.1,77.3
18.3,91.4,7.7,60.0
28.5,91.4,9.8,87.9
27.7,91.4,8.4,60.6
22.2,91.3,7.3,81.1
18.6,91.3,8.8,75.8
32.3,91.3,9.1,61.1
30.5,91.3,5.1,90.4
13.3,91.3,6.3,82.3
17.6,91.3,4.6,61.3
18.6,91.3,7.0,71.5
27.6,91.3,6.8,60.9
15.0,91.3,4.1,91.6
15.8,91.3,6.7,95.7
22.9,91.3,7.0,76.4
28.0,91.3,6.7,82.2
18.5,91.2,5.6,58.9
14.9,91.2,5.9,91.1
26.9,91.2,7.5,91.9
19.1,91.2,8.7,51.1
15.1,91.2,6.2,67.0
20.3,91.2,8.0,65.5
20.6,91.2,6.6,65.0
23.6,91.2,8.2,52.0
15.7,91.2,5.8,96.0
23.4,91.2,6.7,50.8
25.2,91.2,7.2,93.2
8.8,91.2,9.9,58.1
4.2,91.2,9.3,81.5
28.7,91.2,7.3,51.5
22.0,91.2,6.8,77.5
19.8,91.2,6.0,58.6
23.4,91.2,6.1,87.5
30.1,91.2,6.5,96.7
23.6,91.1,4.8,90.6
15.5,91.1,7.5,61.0
20.4,91.1,6.6,97.0
11.2,91.1,6.0,66.2
25.5,91.1,7.9,88.0
31.3,91.1,6.9,71.8
16.1,91.1,6.1,86.4
22.8,91.1,5.9,90.6
15.8,91.1,6.5,69.5
29.9,91.1,5.8,55.2
15.7,91.1,6.0,94.7
23.1,91.1,6.4,70.7
20.7,91.1,7.1,88.4
23.8,91.1,7.5,51.7
23.4,91.1,8.3,96.5
19.6,91.1,4.2,53.5
24.2,91.1,6.0,81.2
24.7,91.0,6.5,72.4
25.4,91.0,7.3,75.0
24.0,91.0,7.8,72.9
23.0,91.0,8.4,88.6
18.4,91.0,8.3,56.2
13.1,91.0,7.5,50.6
22.5,91.0,6.7,75.3
11.9,91.0,6.5,69.3
22.6,91.0,7.0,67.9
27.4,91.0,7.2,78.6
18.1,91.0,9.9,56.9
28.0,91.0,8.1,67.0
13.6,91.0,7.7,65.7
24.5,91.0,7.4,51.8
10.0,91.0,9.5,83.7
18.6,91.0,8.5,69.9
25.9,91.0,5.3,83.3
17.6,91.0,9.3,65.5
20.5,91.0,8.3,63.0
17.5,91.0,5.9,96.7
16.4,91.0,7.2,85.5
9.2,90.9,9.3,56.4
11.0,90.9,8.1,74.9
21.3,90.9,7.6,89.3
16.3,90.9,6.0,71.7
30.0,90.9,5.5,52.5
31.2,90.9,5.0,60.6
19.6,90.9,7.4,85.4
23.3,90.9,4.9,84.8
27.3,90.9,7.4,96.9
21.0,90.9,7.7,90.6
15.6,90.9,5.7,66.7
28.1,90.9,5.8,85.7
17.4,90.9,6.4,90.9
28.2,90.9,9.2,71.8
11.4,90.9,6.5,77.7
27.0,90.9,8.6,59.5
26.2,90.9,6.5,52.1
19.0,90.9,8.2,57.8
23.4,90.9,7.6,91.1
21.8,90.9,8.1,87.0
22.9,90.9,4.9,54.9
29.7,90.8,7.2,59.2
9.0,90.8,6.5,59.6
23.4,90.8,5.2,68.1
24.2,90.8,7.7,53.2
20.9,90.8,8.6,93.5
35.5,90.8,7.3,76.0
14.6,90.8,6.8,71.6
16.9,90.8,7.3,99.2
24.2,90.8,7.4,64.6
17.5,90.8,7.0,60.3
16.8,90.8,7.8,98.7
24.3,90.8,9.7,79.2
23.5,90.7,6.0,65.6
31.0,90.7,9.6,51.0
21.9,90.7,7.8,84.4
17.0,90.7,8.5,86.7
21.2,90.7,10.0,53.4
21.6,90.7,6.0,70.6
10.0,90.7,6.2,58.4
25.6,90.7,8.5,75.1
20.1,90.7,6.4,61.0
15.1,90.7,6.1,65.6
21.8,90.7,8.9,82.4
15.0,90.7,7.8,76.2
14.7,90.7,4.7,91.2
18.4,90.7,7.0,62.3
12.6,90.7,7.4,85.4
24.7,90.6,6.8,64.0
19.3,90.6,7.1,55.6
29.9,90.6,8.9,64.1
11.1,90.6,6.2,72.2
30.4,90.6,5.2,83.3
26.5,90.6,8.4,95.7
28.9,90.6,9.3,62.1
11.7,90.6,8.0,70.3
34.5,90.6,7.9,97.4
19.6,90.6,10.0,71.2
25.7,90.6,6.9,84.2
24.7,90.6,8.7,99.8
17.1,90.6,8.5,81.8
22.5,90.6,8.5,58.3
24.6,90.6,7.3,72.5
34.9,90.6,9.2,78.4
21.8,90.6,7.5,85.3
18.3,90.6,6.2,71.7
27.5,90.6,9.1,66.6
7.4,90.5,8.4,55.0
16.3,90.5,5.0,71.1
30.5,90.5,8.2,52.3
13.9,90.5,7.3,54.7
11.2,90.5,7.4,79.3
12.4,90.5,9.6,74.9
25.6,90.5,9.8,85.8
18.3,90.5,5.8,53.7
17.9,90.5,7.9,64.3
23.3,90.5,5.7,61.7
21.0,90.5,7.0,79.6
24.8,90.5,6.5,72.0
13.7,90.5,5.5,65.0
21.4,90.5,6.9,89.8
21.4,90.5,4.5,83.8
22.8,90.5,5.6,66.9
21.1,90.5,6.7,87.8
25.4,90.5,6.8,70.6
24.8,90.5,7.2,64.8
23.4,90.5,8.3,67.0
29.2,90.5,7.7,58.2
21.6,90.5,8.3,52.9
18.6,90.5,6.7,86.8
23.6,90.5,8.4,88.8
26.5,90.5,9.3,77.9
6.6,90.4,8.4,59.1
17.7,90.4,7.3,65.6
24.2,90.4,7.9,99.4
9.5,90.4,8.3,58.8
24.0,90.4,6.2,55.4
32.4,90.4,6.0,70.1
19.6,90.4,7.0,65.2
20.8,90.4,9.5,63.8
19.7,90.4,8.1,97.6
13.0,90.4,4.5,80.4
26.7,90.4,5.0,90.4
26.5,90.4,5.9,68.9
15.3,90.4,7.5,74.9
27.4,90.4,7.3,92.7
16.9,90.4,6.1,75.8
20.1,90.3,7.7,79.4
19.2,90.3,9.0,81.2
23.2,90.3,5.2,76.7
12.2,90.3,6.9,71.3
36.3,90.3,6.4,62.9
26.6,90.3,9.3,96.3
17.4,90.3,9.2,57.1
28.2,90.3,7.0,88.1
23.6,90.3,7.5,77.6
23.5,90.3,6.3,74.5
23.6,90.3,8.6,74.0
12.3,90.3,7.7,74.5
23.4,90.3,6.7,82.2
23.2,90.3,8.4,79.0
27.5,90.3,6.5,55.1
24.9,90.3,7.4,51.8
21.1,90.3,7.6,93.8
14.7,90.3,8.6,57.4
22.4,90.3,7.2,87.9
14.5,90.3,6.9,82.2
14.6,90.3,7.9,52.7
21.4,90.3,5.7,81.4
12.5,90.2,9.3,89.0
14.4,90.2,7.7,59.0
31.5,90.2,7.1,58.7
24.1,90.2,8.2,83.0
24.2,90.2,6.2,64.9
16.3,90.2,7.8,65.8
18.2,90.2,8.1,84.8
18.6,90.2,5.9,51.1
20.9,90.2,7.0,62.5
23.6,90.2,7.7,93.0
15.1,90.2,5.3,99.9
20.4,90.2,6.8,56.2
22.9,90.2,10.0,54.9
14.7,90.2,7.7,71.6
8.0,90.2,8.3,82.4
23.5,90.2,7.6,61.6
20.6,90.2,7.0,81.4
16.0,90.2,6.8,61.3
18.9,90.2,8.2,79.3
12.6,90.2,6.7,76.0
25.4,90.1,7.7,64.7
13.7,90.1,10.0,52.0
16.9,90.1,7.1,67.6
11.2,90.1,7.9,92.9
14.1,90.1,8.2,90.1
20.3,90.1,6.2,75.5
21.7,90.1,8.1,63.9
17.4,90.1,7.4,93.4
15.1,90.1,6.6,87.2
16.6,90.1,6.7,55.3
13.1,90.1,5.4,65.2
29.2,90.1,5.0,73.1
29.6,90.1,7.9,66.0
22.6,90.1,8.3,57.5
10.3,90.0,7.7,66.6
15.0,90.0,8.2,78.3
18.0,90.0,8.5,56.3
8.0,90.0,5.6,54.8
18.5,90.0,7.5,72.1
19.5,90.0,7.8,86.7
9.6,90.0,9.0,96.3
16.1,90.0,7.8,92.0
20.7,90.0,6.8,52.5
27.7,90.0,7.1,95.2
19.4,90.0,5.0,62.7
18.6,90.0,8.0,80.0
30.0,90.0,5.7,52.9
27.9,90.0,5.4,53.6
17.9,89.9,4.7,52.5
17.1,89.9,5.2,58.8
16.8,89.9,7.2,50.0
33.1,89.9,7.1,82.6
19.0,89.9,6.9,70.8
20.2,89.9,5.8,80.7
21.5,89.9,7.0,90.7
21.9,89.9,6.1,57.8
26.7,89.9,6.1,84.8
22.6,89.9,5.2,55.2
18.1,89.9,7.7,56.2
14.1,89.9,9.0,83.4
19.0,89.9,7.8,72.4
19.9,89.9,7.3,72.8
20.5,89.9,8.0,67.5
26.2,89.9,8.8,98.9
24.6,89.8,6.2,56.0
19.8,89.8,5.3,81.8
25.9,89.8,9.2,60.8
12.8,89.8,7.3,95.3
21.4,89.8,6.7,92.5
26.7,89.8,7.3,65.6
19.6,89.8,8.0,99.7
27.9,89.8,4.0,54.8
21.8,89.8,8.1,62.3
29.6,89.8,4.0,77.6
9.1,89.7,7.2,55.9
36.0,89.7,5.1,60.2
23.0,89.7,8.3,69.1
19.2,89.7,4.1,65.8
22.0,89.7,7.5,53.7
20.4,89.7,4.5,69.7
20.9,89.7,8.8,63.9
15.7,89.7,5.5,95.2
20.6,89.7,8.0,70.8
24.0,89.7,7.3,79.3
21.2,89.6,7.3,77.6
7.3,89.6,6.3,51.0
19.7,89.6,10.0,71.0
24.8,89.6,8.7,62.2
25.7,89.6,7.7,78.2
18.3,89.6,8.9,88.4
24.8,89.6,6.4,55.1
21.2,89.6,6.1,57.9
20.8,89.6,7.7,52.9
27.1,89.6,5.6,77.6
20.7,89.6,6.4,97.4
12.2,89.6,9.5,66.6
27.9,89.6,8.7,98.5
21.8,89.6,6.9,84.2
15.2,89.6,4.4,64.0
22.1,89.6,6.9,78.3
25.1,89.5,6.9,80.9
24.0,89.5,6.7,75.8
20.6,89.5,7.8,52.1
18.5,89.5,7.5,91.0
33.4,89.5,7.1,79.5
9.7,89.5,6.7,66.6
19.2,89.5,8.1,56.3
23.1,89.5,7.1,56.6
20.0,89.5,6.9,92.0
